Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference
James Mcatee,ENG,MFFW,Manchester City,19-205,2002,2,0,20,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,https://fbref.com/en/players/96593e89/
Kasey McAteer,ENG,FW,Leicester City,20-170,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/b2c66859/
Liam McCarron,SCO,FW,Leeds United,21-065,2001,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/076bb352/
Alex McCarthy,ENG,GK,Southampton,32-159,1989,15,15,1350,15.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/36c2ca73/
John McGinn,SCO,MF,Aston Villa,27-205,1994,32,32,2820,31.3,3,3,3,0,0,8,0,0.1,0.1,0.19,0.1,0.19,1.4,1.4,4.6,6.0,0.04,0.15,0.19,0.04,0.19,https://fbref.com/en/players/90f91999/
Stuart McKinstry,SCO,MF,Leeds United,19-235,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/1000a059/
Kenny McLean,SCO,MF,Norwich City,30-123,1992,31,29,2706,30.1,1,0,1,0,0,3,0,0.03,0.0,0.03,0.03,0.03,1.9,1.9,0.7,2.6,0.06,0.02,0.09,0.06,0.09,https://fbref.com/en/players/471f16b3/
Dwight McNeil,ENG,MF,Burnley,22-170,1999,35,32,2849,31.7,0,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03,2.1,2.1,4.5,6.6,0.07,0.14,0.21,0.07,0.21,https://fbref.com/en/players/fc15fb84/
Scott McTominay,SCO,MF,Manchester Utd,25-154,1996,29,27,2297,25.5,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,1.6,2.8,0.05,0.06,0.11,0.05,0.11,https://fbref.com/en/players/d93c2511/
Ben Mee,ENG,DF,Burnley,32-230,1989,21,21,1839,20.4,3,0,3,0,0,3,0,0.15,0.0,0.15,0.15,0.15,1.8,1.8,0.1,1.9,0.09,0.0,0.09,0.09,0.09,https://fbref.com/en/players/8df7a2fb/
Hannibal Mejbri,TUN,FW,Manchester Utd,19-110,2003,1,0,7,0.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ca22ccb0/
