Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8
Juan Mata,ESP,MF,Manchester Utd,34-013,1988,6,2,206,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.13,0.07,0.2,0.13,0.2,https://fbref.com/en/players/29733c72/,https://fbref.com/en/players/29733c72/scout/10728/Juan-Mata-Scouting-Report,https://fbref.com/en/players/29733c72/scout/3232/Juan-Mata-Scouting-Report,https://fbref.com/en/players/29733c72/scout/1889/Juan-Mata-Scouting-Report,https://fbref.com/en/players/29733c72/scout/1631/Juan-Mata-Scouting-Report,,,,
Jean-Philippe Mateta,FRA,FW,Crystal Palace,24-317,1997,20,11,995,11.1,4,1,4,0,0,2,0,0.36,0.09,0.45,0.36,0.45,4.8,4.8,1.3,6.1,0.44,0.12,0.55,0.44,0.55,https://fbref.com/en/players/50e6dc35/,https://fbref.com/en/players/50e6dc35/scout/365_euro/Jean-Philippe-Mateta-Scouting-Report,https://fbref.com/en/players/50e6dc35/scout/11160/Jean-Philippe-Mateta-Scouting-Report,https://fbref.com/en/players/50e6dc35/scout/10737/Jean-Philippe-Mateta-Scouting-Report,https://fbref.com/en/players/50e6dc35/scout/3248/Jean-Philippe-Mateta-Scouting-Report,https://fbref.com/en/players/50e6dc35/scout/2109/Jean-Philippe-Mateta-Scouting-Report,,,
Nemanja Matić,SRB,MF,Manchester Utd,33-283,1988,23,16,1382,15.4,0,4,0,0,0,3,0,0.0,0.26,0.26,0.0,0.26,0.2,0.2,1.7,1.8,0.01,0.11,0.12,0.01,0.12,https://fbref.com/en/players/eb7822d7/,https://fbref.com/en/players/eb7822d7/scout/365_euro/Nemanja-Matic-Scouting-Report,https://fbref.com/en/players/eb7822d7/scout/11160/Nemanja-Matic-Scouting-Report,https://fbref.com/en/players/eb7822d7/scout/10728/Nemanja-Matic-Scouting-Report,https://fbref.com/en/players/eb7822d7/scout/3232/Nemanja-Matic-Scouting-Report,https://fbref.com/en/players/eb7822d7/scout/1889/Nemanja-Matic-Scouting-Report,https://fbref.com/en/players/eb7822d7/scout/1631/Nemanja-Matic-Scouting-Report,,
Joël Matip,CMR,DF,Liverpool,30-276,1991,29,29,2610,29.0,2,2,2,0,0,1,0,0.07,0.07,0.14,0.07,0.14,2.9,2.9,0.8,3.7,0.1,0.03,0.13,0.1,0.13,https://fbref.com/en/players/b217ef29/,https://fbref.com/en/players/b217ef29/scout/365_euro/Joel-Matip-Scouting-Report,https://fbref.com/en/players/b217ef29/scout/11160/Joel-Matip-Scouting-Report,https://fbref.com/en/players/b217ef29/scout/10728/Joel-Matip-Scouting-Report,https://fbref.com/en/players/b217ef29/scout/3232/Joel-Matip-Scouting-Report,https://fbref.com/en/players/b217ef29/scout/1889/Joel-Matip-Scouting-Report,https://fbref.com/en/players/b217ef29/scout/1631/Joel-Matip-Scouting-Report,,
Neal Maupay,FRA,FW,Brighton,25-270,1996,31,25,2231,24.8,8,2,7,1,2,6,0,0.32,0.08,0.4,0.28,0.36,7.5,6.0,2.2,8.1,0.3,0.09,0.39,0.24,0.33,https://fbref.com/en/players/4bcf39f6/,https://fbref.com/en/players/4bcf39f6/scout/365_euro/Neal-Maupay-Scouting-Report,https://fbref.com/en/players/4bcf39f6/scout/11160/Neal-Maupay-Scouting-Report,https://fbref.com/en/players/4bcf39f6/scout/10728/Neal-Maupay-Scouting-Report,https://fbref.com/en/players/4bcf39f6/scout/3232/Neal-Maupay-Scouting-Report,,,,
Bryan Mbeumo,FRA,FW,Brentford,22-277,1999,33,32,2725,30.3,4,7,3,1,1,4,0,0.13,0.23,0.36,0.1,0.33,9.2,8.5,3.5,11.9,0.3,0.11,0.42,0.28,0.39,https://fbref.com/en/players/6afaebf2/,https://fbref.com/en/players/6afaebf2/scout/365_euro/Bryan-Mbeumo-Scouting-Report,https://fbref.com/en/players/6afaebf2/scout/11160/Bryan-Mbeumo-Scouting-Report,,,,,,
James McArthur,SCO,MF,Crystal Palace,34-216,1987,20,15,1431,15.9,0,3,0,0,0,4,0,0.0,0.19,0.19,0.0,0.19,0.3,0.3,1.1,1.4,0.02,0.07,0.09,0.02,0.09,https://fbref.com/en/players/cee31595/,https://fbref.com/en/players/cee31595/scout/365_euro/James-McArthur-Scouting-Report,https://fbref.com/en/players/cee31595/scout/11160/James-McArthur-Scouting-Report,https://fbref.com/en/players/cee31595/scout/10728/James-McArthur-Scouting-Report,https://fbref.com/en/players/cee31595/scout/3232/James-McArthur-Scouting-Report,https://fbref.com/en/players/cee31595/scout/1889/James-McArthur-Scouting-Report,https://fbref.com/en/players/cee31595/scout/1631/James-McArthur-Scouting-Report,,
James Mcatee,ENG,MFFW,Manchester City,19-205,2002,2,0,20,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,https://fbref.com/en/players/96593e89/,https://fbref.com/en/players/96593e89/all_comps/James-Mcatee-Stats---All-Competitions,https://fbref.com/en/players/96593e89/dom_lg/James-Mcatee-Domestic-League-Stats,https://fbref.com/en/players/96593e89/dom_cup/James-Mcatee-Domestic-Cup-Stats,https://fbref.com/en/players/96593e89/intl_cup/James-Mcatee-International-Cup-Stats,,,,
Kasey McAteer,ENG,FW,Leicester City,20-170,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/b2c66859/,https://fbref.com/en/players/b2c66859/all_comps/Kasey-McAteer-Stats---All-Competitions,https://fbref.com/en/players/b2c66859/dom_lg/Kasey-McAteer-Domestic-League-Stats,https://fbref.com/en/players/b2c66859/dom_cup/Kasey-McAteer-Domestic-Cup-Stats,,,,,
Liam McCarron,SCO,FW,Leeds United,21-065,2001,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/076bb352/,https://fbref.com/en/players/076bb352/all_comps/Liam-McCarron-Stats---All-Competitions,https://fbref.com/en/players/076bb352/dom_lg/Liam-McCarron-Domestic-League-Stats,https://fbref.com/en/players/076bb352/dom_cup/Liam-McCarron-Domestic-Cup-Stats,,,,,
Alex McCarthy,ENG,GK,Southampton,32-159,1989,15,15,1350,15.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/36c2ca73/,https://fbref.com/en/players/36c2ca73/scout/365_euro/Alex-McCarthy-Scouting-Report,https://fbref.com/en/players/36c2ca73/scout/11160/Alex-McCarthy-Scouting-Report,https://fbref.com/en/players/36c2ca73/scout/10728/Alex-McCarthy-Scouting-Report,https://fbref.com/en/players/36c2ca73/scout/3232/Alex-McCarthy-Scouting-Report,https://fbref.com/en/players/36c2ca73/scout/1889/Alex-McCarthy-Scouting-Report,https://fbref.com/en/players/36c2ca73/scout/1631/Alex-McCarthy-Scouting-Report,,
John McGinn,SCO,MF,Aston Villa,27-205,1994,32,32,2820,31.3,3,3,3,0,0,8,0,0.1,0.1,0.19,0.1,0.19,1.4,1.4,4.6,6.0,0.04,0.15,0.19,0.04,0.19,https://fbref.com/en/players/90f91999/,https://fbref.com/en/players/90f91999/scout/365_euro/John-McGinn-Scouting-Report,https://fbref.com/en/players/90f91999/scout/11160/John-McGinn-Scouting-Report,https://fbref.com/en/players/90f91999/scout/10728/John-McGinn-Scouting-Report,https://fbref.com/en/players/90f91999/scout/3232/John-McGinn-Scouting-Report,,,,
Stuart McKinstry,SCO,MF,Leeds United,19-235,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/1000a059/,https://fbref.com/en/players/1000a059/all_comps/Stuart-McKinstry-Stats---All-Competitions,https://fbref.com/en/players/1000a059/dom_lg/Stuart-McKinstry-Domestic-League-Stats,https://fbref.com/en/players/1000a059/dom_cup/Stuart-McKinstry-Domestic-Cup-Stats,,,,,
Kenny McLean,SCO,MF,Norwich City,30-123,1992,31,29,2706,30.1,1,0,1,0,0,3,0,0.03,0.0,0.03,0.03,0.03,1.9,1.9,0.7,2.6,0.06,0.02,0.09,0.06,0.09,https://fbref.com/en/players/471f16b3/,https://fbref.com/en/players/471f16b3/scout/365_euro/Kenny-McLean-Scouting-Report,https://fbref.com/en/players/471f16b3/scout/11160/Kenny-McLean-Scouting-Report,https://fbref.com/en/players/471f16b3/scout/3232/Kenny-McLean-Scouting-Report,,,,,
Dwight McNeil,ENG,MF,Burnley,22-170,1999,35,32,2849,31.7,0,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03,2.1,2.1,4.5,6.6,0.07,0.14,0.21,0.07,0.21,https://fbref.com/en/players/fc15fb84/,https://fbref.com/en/players/fc15fb84/scout/365_euro/Dwight-McNeil-Scouting-Report,https://fbref.com/en/players/fc15fb84/scout/11160/Dwight-McNeil-Scouting-Report,https://fbref.com/en/players/fc15fb84/scout/10728/Dwight-McNeil-Scouting-Report,https://fbref.com/en/players/fc15fb84/scout/3232/Dwight-McNeil-Scouting-Report,https://fbref.com/en/players/fc15fb84/scout/1889/Dwight-McNeil-Scouting-Report,,,
Scott McTominay,SCO,MF,Manchester Utd,25-154,1996,29,27,2297,25.5,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,1.6,2.8,0.05,0.06,0.11,0.05,0.11,https://fbref.com/en/players/d93c2511/,https://fbref.com/en/players/d93c2511/scout/365_euro/Scott-McTominay-Scouting-Report,https://fbref.com/en/players/d93c2511/scout/11160/Scott-McTominay-Scouting-Report,https://fbref.com/en/players/d93c2511/scout/10728/Scott-McTominay-Scouting-Report,https://fbref.com/en/players/d93c2511/scout/3232/Scott-McTominay-Scouting-Report,https://fbref.com/en/players/d93c2511/scout/1889/Scott-McTominay-Scouting-Report,https://fbref.com/en/players/d93c2511/scout/1631/Scott-McTominay-Scouting-Report,,
Ben Mee,ENG,DF,Burnley,32-230,1989,21,21,1839,20.4,3,0,3,0,0,3,0,0.15,0.0,0.15,0.15,0.15,1.8,1.8,0.1,1.9,0.09,0.0,0.09,0.09,0.09,https://fbref.com/en/players/8df7a2fb/,https://fbref.com/en/players/8df7a2fb/scout/365_euro/Ben-Mee-Scouting-Report,https://fbref.com/en/players/8df7a2fb/scout/11160/Ben-Mee-Scouting-Report,https://fbref.com/en/players/8df7a2fb/scout/10728/Ben-Mee-Scouting-Report,https://fbref.com/en/players/8df7a2fb/scout/3232/Ben-Mee-Scouting-Report,https://fbref.com/en/players/8df7a2fb/scout/1889/Ben-Mee-Scouting-Report,https://fbref.com/en/players/8df7a2fb/scout/1631/Ben-Mee-Scouting-Report,,
Hannibal Mejbri,TUN,FW,Manchester Utd,19-110,2003,1,0,7,0.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ca22ccb0/,https://fbref.com/en/players/ca22ccb0/all_comps/Hannibal-Mejbri-Stats---All-Competitions,https://fbref.com/en/players/ca22ccb0/dom_lg/Hannibal-Mejbri-Domestic-League-Stats,https://fbref.com/en/players/ca22ccb0/nat_tm/Hannibal-Mejbri-National-Team-Stats,,,,,
Benjamin Mendy,FRA,DF,Manchester City,27-298,1994,1,1,78,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.3,https://fbref.com/en/players/5271c8f1/,https://fbref.com/en/players/5271c8f1/scout/10728/Benjamin-Mendy-Scouting-Report,https://fbref.com/en/players/5271c8f1/scout/3232/Benjamin-Mendy-Scouting-Report,https://fbref.com/en/players/5271c8f1/scout/1889/Benjamin-Mendy-Scouting-Report,,,,,
Edouard Mendy,SEN,GK,Chelsea,30-071,1992,31,31,2790,31.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/33887998/,https://fbref.com/en/players/33887998/scout/365_euro/Edouard-Mendy-Scouting-Report,https://fbref.com/en/players/33887998/scout/11160/Edouard-Mendy-Scouting-Report,https://fbref.com/en/players/33887998/scout/10728/Edouard-Mendy-Scouting-Report,https://fbref.com/en/players/33887998/scout/3243/Edouard-Mendy-Scouting-Report,https://fbref.com/en/players/33887998/scout/2104/Edouard-Mendy-Scouting-Report,,,
Nampalys Mendy,SEN,MF,Leicester City,29-322,1992,10,9,762,8.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,https://fbref.com/en/players/1598599e/,https://fbref.com/en/players/1598599e/scout/365_euro/Nampalys-Mendy-Scouting-Report,https://fbref.com/en/players/1598599e/scout/11160/Nampalys-Mendy-Scouting-Report,https://fbref.com/en/players/1598599e/scout/10728/Nampalys-Mendy-Scouting-Report,https://fbref.com/en/players/1598599e/scout/1889/Nampalys-Mendy-Scouting-Report,https://fbref.com/en/players/1598599e/scout/1632/Nampalys-Mendy-Scouting-Report,,,
Illan Meslier,FRA,GK,Leeds United,22-070,2000,35,35,3114,34.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/6b625ac2/,https://fbref.com/en/players/6b625ac2/scout/365_euro/Illan-Meslier-Scouting-Report,https://fbref.com/en/players/6b625ac2/scout/11160/Illan-Meslier-Scouting-Report,https://fbref.com/en/players/6b625ac2/scout/10728/Illan-Meslier-Scouting-Report,,,,,
Luka Milivojević,SRB,MF,Crystal Palace,31-034,1991,13,8,663,7.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,0.03,0.08,0.11,0.03,0.11,https://fbref.com/en/players/2ce2508a/,https://fbref.com/en/players/2ce2508a/scout/365_euro/Luka-Milivojevic-Scouting-Report,https://fbref.com/en/players/2ce2508a/scout/11160/Luka-Milivojevic-Scouting-Report,https://fbref.com/en/players/2ce2508a/scout/10728/Luka-Milivojevic-Scouting-Report,https://fbref.com/en/players/2ce2508a/scout/3232/Luka-Milivojevic-Scouting-Report,https://fbref.com/en/players/2ce2508a/scout/1889/Luka-Milivojevic-Scouting-Report,https://fbref.com/en/players/2ce2508a/scout/1631/Luka-Milivojevic-Scouting-Report,,
James Milner,ENG,MFDF,Liverpool,36-127,1986,22,8,718,8.0,0,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,0.2,0.2,1.8,2.1,0.03,0.23,0.26,0.03,0.26,https://fbref.com/en/players/2f90f6b8/,https://fbref.com/en/players/2f90f6b8/scout/365_euro/James-Milner-Scouting-Report,https://fbref.com/en/players/2f90f6b8/scout/11160/James-Milner-Scouting-Report,https://fbref.com/en/players/2f90f6b8/scout/10728/James-Milner-Scouting-Report,https://fbref.com/en/players/2f90f6b8/scout/3232/James-Milner-Scouting-Report,https://fbref.com/en/players/2f90f6b8/scout/1889/James-Milner-Scouting-Report,https://fbref.com/en/players/2f90f6b8/scout/1631/James-Milner-Scouting-Report,,
Yerry Mina,COL,DF,Everton,27-230,1994,13,11,846,9.4,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.03,0.0,0.03,0.03,0.03,https://fbref.com/en/players/6d5701f2/,https://fbref.com/en/players/6d5701f2/scout/365_euro/Yerry-Mina-Scouting-Report,https://fbref.com/en/players/6d5701f2/scout/11160/Yerry-Mina-Scouting-Report,https://fbref.com/en/players/6d5701f2/scout/10728/Yerry-Mina-Scouting-Report,https://fbref.com/en/players/6d5701f2/scout/3232/Yerry-Mina-Scouting-Report,https://fbref.com/en/players/6d5701f2/scout/1889/Yerry-Mina-Scouting-Report,,,
Takumi Minamino,JPN,FWMF,Liverpool,27-115,1995,10,0,96,1.1,2,0,2,0,0,1,0,1.87,0.0,1.87,1.87,1.87,1.5,1.5,0.4,1.9,1.4,0.42,1.82,1.4,1.82,https://fbref.com/en/players/f833a830/,https://fbref.com/en/players/f833a830/scout/10728/Takumi-Minamino-Scouting-Report,,,,,,,
Tyrone Mings,ENG,DF,Aston Villa,29-059,1993,33,32,2919,32.4,1,3,1,0,0,9,0,0.03,0.09,0.12,0.03,0.12,1.4,1.4,1.5,2.9,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/8397a50c/,https://fbref.com/en/players/8397a50c/scout/365_euro/Tyrone-Mings-Scouting-Report,https://fbref.com/en/players/8397a50c/scout/11160/Tyrone-Mings-Scouting-Report,https://fbref.com/en/players/8397a50c/scout/10728/Tyrone-Mings-Scouting-Report,https://fbref.com/en/players/8397a50c/scout/3232/Tyrone-Mings-Scouting-Report,,,,
Tyrick Mitchell,ENG,DF,Crystal Palace,22-252,1999,33,32,2831,31.5,0,2,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,1.3,1.5,0.01,0.04,0.05,0.01,0.05,https://fbref.com/en/players/5cbd1eb0/,https://fbref.com/en/players/5cbd1eb0/scout/365_euro/Tyrick-Mitchell-Scouting-Report,https://fbref.com/en/players/5cbd1eb0/scout/11160/Tyrick-Mitchell-Scouting-Report,https://fbref.com/en/players/5cbd1eb0/scout/10728/Tyrick-Mitchell-Scouting-Report,,,,,
Jakub Moder,POL,MFFW,Brighton,23-034,1999,28,19,1701,18.9,0,3,0,0,0,1,0,0.0,0.16,0.16,0.0,0.16,2.4,2.4,1.7,4.1,0.13,0.09,0.22,0.13,0.22,https://fbref.com/en/players/f230bc30/,https://fbref.com/en/players/f230bc30/scout/365_euro/Jakub-Moder-Scouting-Report,https://fbref.com/en/players/f230bc30/scout/11160/Jakub-Moder-Scouting-Report,https://fbref.com/en/players/f230bc30/scout/10728/Jakub-Moder-Scouting-Report,,,,,
Wesley Moraes,BRA,FW,Aston Villa,25-166,1996,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/bfae110f/,https://fbref.com/en/players/bfae110f/scout/3232/Wesley-Moraes-Scouting-Report,,,,,,,
Tyler Morton,ENG,MF,Liverpool,19-192,2002,2,1,66,0.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2bc28bb9/,https://fbref.com/en/players/2bc28bb9/all_comps/Tyler-Morton-Stats---All-Competitions,https://fbref.com/en/players/2bc28bb9/dom_lg/Tyler-Morton-Domestic-League-Stats,https://fbref.com/en/players/2bc28bb9/dom_cup/Tyler-Morton-Domestic-Cup-Stats,https://fbref.com/en/players/2bc28bb9/intl_cup/Tyler-Morton-International-Cup-Stats,,,,
Mason Mount,ENG,MFFW,Chelsea,23-121,1999,30,25,2185,24.3,10,9,9,1,1,4,0,0.41,0.37,0.78,0.37,0.74,8.0,7.2,6.1,13.3,0.33,0.25,0.58,0.3,0.55,https://fbref.com/en/players/9674002f/,https://fbref.com/en/players/9674002f/scout/365_euro/Mason-Mount-Scouting-Report,https://fbref.com/en/players/9674002f/scout/11160/Mason-Mount-Scouting-Report,https://fbref.com/en/players/9674002f/scout/10728/Mason-Mount-Scouting-Report,https://fbref.com/en/players/9674002f/scout/3232/Mason-Mount-Scouting-Report,,,,
Lucas Moura,BRA,FWMF,Tottenham,29-271,1992,31,18,1655,18.4,2,5,2,0,0,3,0,0.11,0.27,0.38,0.11,0.38,3.5,3.5,3.6,7.1,0.19,0.2,0.39,0.19,0.39,https://fbref.com/en/players/2b622f01/,https://fbref.com/en/players/2b622f01/scout/365_euro/Lucas-Moura-Scouting-Report,https://fbref.com/en/players/2b622f01/scout/11160/Lucas-Moura-Scouting-Report,https://fbref.com/en/players/2b622f01/scout/10728/Lucas-Moura-Scouting-Report,https://fbref.com/en/players/2b622f01/scout/3232/Lucas-Moura-Scouting-Report,https://fbref.com/en/players/2b622f01/scout/1889/Lucas-Moura-Scouting-Report,,,
João Moutinho,POR,MF,Wolves,35-245,1986,32,31,2706,30.1,2,1,2,0,0,4,0,0.07,0.03,0.1,0.07,0.1,1.0,1.0,2.3,3.3,0.03,0.08,0.11,0.03,0.11,https://fbref.com/en/players/f5a00fa4/,https://fbref.com/en/players/f5a00fa4/scout/365_euro/Joao-Moutinho-Scouting-Report,https://fbref.com/en/players/f5a00fa4/scout/11160/Joao-Moutinho-Scouting-Report,https://fbref.com/en/players/f5a00fa4/scout/10728/Joao-Moutinho-Scouting-Report,https://fbref.com/en/players/f5a00fa4/scout/3232/Joao-Moutinho-Scouting-Report,https://fbref.com/en/players/f5a00fa4/scout/1889/Joao-Moutinho-Scouting-Report,https://fbref.com/en/players/f5a00fa4/scout/1632/Joao-Moutinho-Scouting-Report,,
Bali Mumba,ENG,DF,Norwich City,20-215,2001,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2d760d7b/,https://fbref.com/en/players/2d760d7b/all_comps/Bali-Mumba-Stats---All-Competitions,https://fbref.com/en/players/2d760d7b/dom_lg/Bali-Mumba-Domestic-League-Stats,https://fbref.com/en/players/2d760d7b/dom_cup/Bali-Mumba-Domestic-Cup-Stats,,,,,
Jacob Murphy,ENG,DFFW,Newcastle Utd,27-076,1995,31,13,1378,15.3,1,2,1,0,0,4,0,0.07,0.13,0.2,0.07,0.2,2.7,2.7,2.1,4.8,0.17,0.14,0.31,0.17,0.31,https://fbref.com/en/players/de112b84/,https://fbref.com/en/players/de112b84/scout/365_euro/Jacob-Murphy-Scouting-Report,https://fbref.com/en/players/de112b84/scout/11160/Jacob-Murphy-Scouting-Report,https://fbref.com/en/players/de112b84/scout/10728/Jacob-Murphy-Scouting-Report,https://fbref.com/en/players/de112b84/scout/1631/Jacob-Murphy-Scouting-Report,,,,
Enock Mwepu,ZAM,MFFW,Brighton,24-130,1998,17,12,984,10.9,2,4,2,0,0,2,0,0.18,0.37,0.55,0.18,0.55,1.8,1.8,1.4,3.2,0.17,0.12,0.29,0.17,0.29,https://fbref.com/en/players/1d5cab82/,https://fbref.com/en/players/1d5cab82/scout/365_euro/Enock-Mwepu-Scouting-Report,https://fbref.com/en/players/1d5cab82/scout/11160/Enock-Mwepu-Scouting-Report,,,,,,
Vitaliy Mykolenko,UKR,DF,Everton,22-347,1999,10,9,785,8.7,1,0,1,0,0,0,0,0.11,0.0,0.11,0.11,0.11,0.5,0.5,0.6,1.2,0.06,0.07,0.13,0.06,0.13,https://fbref.com/en/players/30d4a2e5/,https://fbref.com/en/players/30d4a2e5/scout/365_euro/Vitaliy-Mykolenko-Scouting-Report,https://fbref.com/en/players/30d4a2e5/scout/11160/Vitaliy-Mykolenko-Scouting-Report,,,,,,
Marvelous Nakamba,ZIM,MF,Aston Villa,28-112,1994,14,9,820,9.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/de5b5570/,https://fbref.com/en/players/de5b5570/scout/365_euro/Marvelous-Nakamba-Scouting-Report,https://fbref.com/en/players/de5b5570/scout/11160/Marvelous-Nakamba-Scouting-Report,https://fbref.com/en/players/de5b5570/scout/10728/Marvelous-Nakamba-Scouting-Report,https://fbref.com/en/players/de5b5570/scout/3232/Marvelous-Nakamba-Scouting-Report,,,,
Wilfred Ndidi,NGA,MFDF,Leicester City,25-146,1996,19,18,1618,18.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.06,0.0,0.06,0.06,0.06,https://fbref.com/en/players/6b47c5db/,https://fbref.com/en/players/6b47c5db/scout/365_euro/Wilfred-Ndidi-Scouting-Report,https://fbref.com/en/players/6b47c5db/scout/11160/Wilfred-Ndidi-Scouting-Report,https://fbref.com/en/players/6b47c5db/scout/10728/Wilfred-Ndidi-Scouting-Report,https://fbref.com/en/players/6b47c5db/scout/3232/Wilfred-Ndidi-Scouting-Report,https://fbref.com/en/players/6b47c5db/scout/1889/Wilfred-Ndidi-Scouting-Report,https://fbref.com/en/players/6b47c5db/scout/1631/Wilfred-Ndidi-Scouting-Report,,
Tanguy Ndombele,FRA,MF,Tottenham,25-134,1996,9,6,484,5.4,1,1,1,0,0,1,0,0.19,0.19,0.37,0.19,0.37,0.5,0.5,0.4,0.9,0.09,0.07,0.16,0.09,0.16,https://fbref.com/en/players/5cdddffa/,https://fbref.com/en/players/5cdddffa/scout/365_euro/Tanguy-Ndombele-Scouting-Report,https://fbref.com/en/players/5cdddffa/scout/11160/Tanguy-Ndombele-Scouting-Report,https://fbref.com/en/players/5cdddffa/scout/11183/Tanguy-Ndombele-Scouting-Report,https://fbref.com/en/players/5cdddffa/scout/10728/Tanguy-Ndombele-Scouting-Report,https://fbref.com/en/players/5cdddffa/scout/3232/Tanguy-Ndombele-Scouting-Report,https://fbref.com/en/players/5cdddffa/scout/2104/Tanguy-Ndombele-Scouting-Report,https://fbref.com/en/players/5cdddffa/scout/1632/Tanguy-Ndombele-Scouting-Report,
Reiss Nelson,ENG,FW,Arsenal,22-152,1999,1,0,20,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.18,0.35,0.16,0.35,https://fbref.com/en/players/c5bdb6e3/,https://fbref.com/en/players/c5bdb6e3/scout/3232/Reiss-Nelson-Scouting-Report,https://fbref.com/en/players/c5bdb6e3/scout/2109/Reiss-Nelson-Scouting-Report,,,,,,
Pedro Neto,POR,FWMF,Wolves,22-063,2000,10,2,300,3.3,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.4,0.2,0.21,0.41,0.2,0.41,https://fbref.com/en/players/7ba2eaa9/,https://fbref.com/en/players/7ba2eaa9/scout/365_euro/Pedro-Neto-Scouting-Report,https://fbref.com/en/players/7ba2eaa9/scout/11160/Pedro-Neto-Scouting-Report,https://fbref.com/en/players/7ba2eaa9/scout/10728/Pedro-Neto-Scouting-Report,https://fbref.com/en/players/7ba2eaa9/scout/3232/Pedro-Neto-Scouting-Report,,,,
Rúben Neves,POR,MF,Wolves,25-059,1997,30,28,2391,26.6,4,2,4,0,0,9,0,0.15,0.08,0.23,0.15,0.23,1.2,1.2,2.1,3.2,0.04,0.08,0.12,0.04,0.12,https://fbref.com/en/players/44bfb6c5/,https://fbref.com/en/players/44bfb6c5/scout/365_euro/Ruben-Neves-Scouting-Report,https://fbref.com/en/players/44bfb6c5/scout/11160/Ruben-Neves-Scouting-Report,https://fbref.com/en/players/44bfb6c5/scout/10728/Ruben-Neves-Scouting-Report,https://fbref.com/en/players/44bfb6c5/scout/3232/Ruben-Neves-Scouting-Report,https://fbref.com/en/players/44bfb6c5/scout/1889/Ruben-Neves-Scouting-Report,,,
