Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8,Scouting Report 9
Matteo Ruggeri,ITA,DF,Salernitana,19,2002,14,8,676,7.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/ae9898c5/,https://fbref.com/en/players/ae9898c5/scout/365_euro/Matteo-Ruggeri-Scouting-Report,https://fbref.com/en/players/ae9898c5/scout/11222/Matteo-Ruggeri-Scouting-Report,,,,,,,
Mário Rui,POR,DF,Napoli,30,1991,34,34,2992,33.2,0,5,0,0,0,7,0,0.0,0.15,0.15,0.0,0.15,1.7,1.7,3.3,5.0,0.05,0.1,0.15,0.05,0.15,https://fbref.com/en/players/0b5a292a/,https://fbref.com/en/players/0b5a292a/scout/365_euro/Mario-Rui-Scouting-Report,https://fbref.com/en/players/0b5a292a/scout/11222/Mario-Rui-Scouting-Report,https://fbref.com/en/players/0b5a292a/scout/10730/Mario-Rui-Scouting-Report,https://fbref.com/en/players/0b5a292a/scout/3260/Mario-Rui-Scouting-Report,https://fbref.com/en/players/0b5a292a/scout/1896/Mario-Rui-Scouting-Report,https://fbref.com/en/players/0b5a292a/scout/1640/Mario-Rui-Scouting-Report,,,
Fabián Ruiz Peña,ESP,MF,Napoli,25,1996,32,29,2384,26.5,7,4,7,0,0,2,0,0.26,0.15,0.42,0.26,0.42,1.6,1.6,2.8,4.4,0.06,0.11,0.17,0.06,0.17,https://fbref.com/en/players/c0c7ff58/,https://fbref.com/en/players/c0c7ff58/scout/365_euro/Fabian-Ruiz-Pena-Scouting-Report,https://fbref.com/en/players/c0c7ff58/scout/11222/Fabian-Ruiz-Pena-Scouting-Report,https://fbref.com/en/players/c0c7ff58/scout/10730/Fabian-Ruiz-Pena-Scouting-Report,https://fbref.com/en/players/c0c7ff58/scout/3260/Fabian-Ruiz-Pena-Scouting-Report,https://fbref.com/en/players/c0c7ff58/scout/1896/Fabian-Ruiz-Pena-Scouting-Report,https://fbref.com/en/players/c0c7ff58/scout/1652/Fabian-Ruiz-Pena-Scouting-Report,,,
Alessandro Russo,ITA,MF,Salernitana,17,2003,1,0,29,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7152082d/,https://fbref.com/en/players/7152082d/matchlogs/2021-2022/passing/Alessandro-Russo-Match-Logs,,,,,,,,
Stefano Sabelli,ITA,DF,Genoa,28,1993,7,5,348,3.9,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.06,0.01,0.07,0.06,0.07,https://fbref.com/en/players/0ccac09c/,https://fbref.com/en/players/0ccac09c/scout/3260/Stefano-Sabelli-Scouting-Report,,,,,,,,
Abdelhamid Sabiri,GER,MFFW,Sampdoria,24,1996,14,9,893,9.9,3,2,3,0,0,3,0,0.3,0.2,0.5,0.3,0.5,1.1,1.1,1.2,2.2,0.11,0.12,0.23,0.11,0.23,https://fbref.com/en/players/4830e0af/,https://fbref.com/en/players/4830e0af/scout/365_euro/Abdelhamid-Sabiri-Scouting-Report,https://fbref.com/en/players/4830e0af/scout/11222/Abdelhamid-Sabiri-Scouting-Report,https://fbref.com/en/players/4830e0af/scout/3248/Abdelhamid-Sabiri-Scouting-Report,,,,,,
Alexis Saelemaekers,BEL,FW,Milan,22,1999,36,22,1865,20.7,1,3,1,0,0,2,0,0.05,0.14,0.19,0.05,0.19,3.3,3.3,3.6,6.9,0.16,0.17,0.33,0.16,0.33,https://fbref.com/en/players/ee251371/,https://fbref.com/en/players/ee251371/scout/365_euro/Alexis-Saelemaekers-Scouting-Report,https://fbref.com/en/players/ee251371/scout/11222/Alexis-Saelemaekers-Scouting-Report,https://fbref.com/en/players/ee251371/scout/10730/Alexis-Saelemaekers-Scouting-Report,https://fbref.com/en/players/ee251371/scout/3260/Alexis-Saelemaekers-Scouting-Report,,,,,
Jacopo Sala,ITA,MF,Spezia,29,1991,18,13,880,9.8,1,0,1,0,0,3,0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/da5a981b/,https://fbref.com/en/players/da5a981b/scout/365_euro/Jacopo-Sala-Scouting-Report,https://fbref.com/en/players/da5a981b/scout/11222/Jacopo-Sala-Scouting-Report,https://fbref.com/en/players/da5a981b/scout/3260/Jacopo-Sala-Scouting-Report,https://fbref.com/en/players/da5a981b/scout/1896/Jacopo-Sala-Scouting-Report,https://fbref.com/en/players/da5a981b/scout/1640/Jacopo-Sala-Scouting-Report,,,,
Eddie Salcedo,ITA,MFFW,Spezia,19,2001,12,5,429,4.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.2,1.8,0.33,0.04,0.38,0.33,0.38,https://fbref.com/en/players/0489bb30/,https://fbref.com/en/players/0489bb30/scout/10730/Eddie-Salcedo-Scouting-Report,https://fbref.com/en/players/0489bb30/scout/3260/Eddie-Salcedo-Scouting-Report,,,,,,,
Lazar Samardzic,GER,MF,Udinese,19,2002,22,1,490,5.4,2,2,2,0,0,0,0,0.37,0.37,0.73,0.37,0.73,1.1,1.1,1.8,2.9,0.19,0.33,0.53,0.19,0.53,https://fbref.com/en/players/217c93a1/,https://fbref.com/en/players/217c93a1/scout/365_euro/Lazar-Samardzic-Scouting-Report,https://fbref.com/en/players/217c93a1/scout/11222/Lazar-Samardzic-Scouting-Report,,,,,,,
Luigi Samele,ITA,FW,Sassuolo,19,2002,2,0,5,0.1,0,1,0,0,0,0,0,0.0,18.0,18.0,0.0,18.0,0.0,0.0,0.4,0.4,0.0,6.52,6.52,0.0,6.52,https://fbref.com/en/players/548fea2f/,https://fbref.com/en/players/548fea2f/all_comps/Luigi-Samele-Stats---All-Competitions,https://fbref.com/en/players/548fea2f/dom_lg/Luigi-Samele-Domestic-League-Stats,https://fbref.com/en/players/548fea2f/dom_cup/Luigi-Samele-Domestic-Cup-Stats,,,,,,
Antonio Sanabria,PAR,FW,Torino,25,1996,29,22,1803,20.0,6,1,6,0,0,3,0,0.3,0.05,0.35,0.3,0.35,8.1,8.1,1.5,9.6,0.4,0.07,0.48,0.4,0.48,https://fbref.com/en/players/0a447501/,https://fbref.com/en/players/0a447501/scout/365_euro/Antonio-Sanabria-Scouting-Report,https://fbref.com/en/players/0a447501/scout/11222/Antonio-Sanabria-Scouting-Report,https://fbref.com/en/players/0a447501/scout/10730/Antonio-Sanabria-Scouting-Report,https://fbref.com/en/players/0a447501/scout/10731/Antonio-Sanabria-Scouting-Report,https://fbref.com/en/players/0a447501/scout/3260/Antonio-Sanabria-Scouting-Report,https://fbref.com/en/players/0a447501/scout/1886/Antonio-Sanabria-Scouting-Report,https://fbref.com/en/players/0a447501/scout/1896/Antonio-Sanabria-Scouting-Report,https://fbref.com/en/players/0a447501/scout/1652/Antonio-Sanabria-Scouting-Report,
Alexis Sánchez,CHI,FW,Inter,32,1988,27,7,881,9.8,5,2,5,0,0,0,0,0.51,0.2,0.72,0.51,0.72,5.3,5.3,1.7,7.0,0.54,0.18,0.72,0.54,0.72,https://fbref.com/en/players/2c0f8e9e/,https://fbref.com/en/players/2c0f8e9e/scout/365_euro/Alexis-Sanchez-Scouting-Report,https://fbref.com/en/players/2c0f8e9e/scout/11222/Alexis-Sanchez-Scouting-Report,https://fbref.com/en/players/2c0f8e9e/scout/10730/Alexis-Sanchez-Scouting-Report,https://fbref.com/en/players/2c0f8e9e/scout/3260/Alexis-Sanchez-Scouting-Report,https://fbref.com/en/players/2c0f8e9e/scout/1889/Alexis-Sanchez-Scouting-Report,https://fbref.com/en/players/2c0f8e9e/scout/1631/Alexis-Sanchez-Scouting-Report,,,
Alex Sandro,BRA,DF,Juventus,30,1991,28,17,1780,19.8,0,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,0.7,0.7,1.4,2.1,0.03,0.07,0.11,0.03,0.11,https://fbref.com/en/players/0d82903c/,https://fbref.com/en/players/0d82903c/scout/365_euro/Alex-Sandro-Scouting-Report,https://fbref.com/en/players/0d82903c/scout/11222/Alex-Sandro-Scouting-Report,https://fbref.com/en/players/0d82903c/scout/10730/Alex-Sandro-Scouting-Report,https://fbref.com/en/players/0d82903c/scout/3260/Alex-Sandro-Scouting-Report,https://fbref.com/en/players/0d82903c/scout/1896/Alex-Sandro-Scouting-Report,https://fbref.com/en/players/0d82903c/scout/1640/Alex-Sandro-Scouting-Report,,,
Nicola Sansone,ITA,FWMF,Bologna,29,1991,27,6,896,10.0,2,3,2,0,0,6,0,0.2,0.3,0.5,0.2,0.5,3.0,3.0,2.1,5.1,0.3,0.21,0.51,0.3,0.51,https://fbref.com/en/players/7eb97a8e/,https://fbref.com/en/players/7eb97a8e/scout/365_euro/Nicola-Sansone-Scouting-Report,https://fbref.com/en/players/7eb97a8e/scout/11222/Nicola-Sansone-Scouting-Report,https://fbref.com/en/players/7eb97a8e/scout/10730/Nicola-Sansone-Scouting-Report,https://fbref.com/en/players/7eb97a8e/scout/3260/Nicola-Sansone-Scouting-Report,https://fbref.com/en/players/7eb97a8e/scout/1896/Nicola-Sansone-Scouting-Report,https://fbref.com/en/players/7eb97a8e/scout/1652/Nicola-Sansone-Scouting-Report,,,
Federico Santander,PAR,FWDF,Bologna,30,1991,7,0,67,0.7,1,0,1,0,0,1,0,1.34,0.0,1.34,1.34,1.34,0.4,0.4,0.1,0.5,0.54,0.14,0.68,0.54,0.68,https://fbref.com/en/players/df85d472/,https://fbref.com/en/players/df85d472/scout/3260/Federico-Santander-Scouting-Report,https://fbref.com/en/players/df85d472/scout/1896/Federico-Santander-Scouting-Report,,,,,,,
Samir Santos,BRA,DF,Udinese,26,1994,17,17,1421,15.8,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.4,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/92b4758e/,https://fbref.com/en/players/92b4758e/scout/365_euro/Samir-Santos-Scouting-Report,https://fbref.com/en/players/92b4758e/scout/11160/Samir-Santos-Scouting-Report,https://fbref.com/en/players/92b4758e/scout/11222/Samir-Santos-Scouting-Report,https://fbref.com/en/players/92b4758e/scout/10730/Samir-Santos-Scouting-Report,https://fbref.com/en/players/92b4758e/scout/3260/Samir-Santos-Scouting-Report,https://fbref.com/en/players/92b4758e/scout/1896/Samir-Santos-Scouting-Report,https://fbref.com/en/players/92b4758e/scout/1640/Samir-Santos-Scouting-Report,,
Riccardo Saponara,ITA,FW,Fiorentina,29,1991,29,13,1284,14.3,3,3,3,0,0,1,0,0.21,0.21,0.42,0.21,0.42,2.0,2.0,3.2,5.2,0.14,0.22,0.36,0.14,0.36,https://fbref.com/en/players/3bb7af3b/,https://fbref.com/en/players/3bb7af3b/scout/365_euro/Riccardo-Saponara-Scouting-Report,https://fbref.com/en/players/3bb7af3b/scout/11222/Riccardo-Saponara-Scouting-Report,https://fbref.com/en/players/3bb7af3b/scout/3260/Riccardo-Saponara-Scouting-Report,https://fbref.com/en/players/3bb7af3b/scout/1896/Riccardo-Saponara-Scouting-Report,https://fbref.com/en/players/3bb7af3b/scout/1640/Riccardo-Saponara-Scouting-Report,,,,
Giacomo Satalino,ITA,GK,Sassuolo,22,1999,1,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/b1f0b916/,https://fbref.com/en/players/b1f0b916/matchlogs/2021-2022/keeper/Giacomo-Satalino-Match-Logs,,,,,,,,
Martin Satriano,ITA,FWMF,Inter,20,2001,4,0,38,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,https://fbref.com/en/players/86383d0e/,https://fbref.com/en/players/86383d0e/scout/365_euro/Martin-Satriano-Scouting-Report,https://fbref.com/en/players/86383d0e/scout/11183/Martin-Satriano-Scouting-Report,,,,,,,
Giorgio Scalvini,ITA,DFMF,Atalanta,17,2003,18,9,763,8.5,1,0,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,1.7,1.7,0.2,1.9,0.2,0.02,0.23,0.2,0.23,https://fbref.com/en/players/1e9aa637/,https://fbref.com/en/players/1e9aa637/scout/365_euro/Giorgio-Scalvini-Scouting-Report,https://fbref.com/en/players/1e9aa637/scout/11222/Giorgio-Scalvini-Scouting-Report,,,,,,,
Gianluca Scamacca,ITA,FW,Sassuolo,22,1999,36,25,2146,23.8,16,0,15,1,1,7,0,0.67,0.0,0.67,0.63,0.63,10.8,10.0,2.5,12.5,0.45,0.1,0.56,0.42,0.52,https://fbref.com/en/players/8790f988/,https://fbref.com/en/players/8790f988/scout/365_euro/Gianluca-Scamacca-Scouting-Report,https://fbref.com/en/players/8790f988/scout/11222/Gianluca-Scamacca-Scouting-Report,https://fbref.com/en/players/8790f988/scout/10730/Gianluca-Scamacca-Scouting-Report,,,,,,
Andrea Schiavone,ITA,MF,Salernitana,28,1993,14,5,571,6.3,1,0,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,0.3,0.3,0.6,0.8,0.04,0.09,0.13,0.04,0.13,https://fbref.com/en/players/4b55eb4d/,https://fbref.com/en/players/4b55eb4d/scout/365_euro/Andrea-Schiavone-Scouting-Report,https://fbref.com/en/players/4b55eb4d/scout/11222/Andrea-Schiavone-Scouting-Report,,,,,,,
David Schnegg,AUT,DF,Venezia,22,1998,4,2,142,1.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,https://fbref.com/en/players/1c341b14/,https://fbref.com/en/players/1c341b14/all_comps/David-Schnegg-Stats---All-Competitions,https://fbref.com/en/players/1c341b14/dom_lg/David-Schnegg-Domestic-League-Stats,https://fbref.com/en/players/1c341b14/dom_cup/David-Schnegg-Domestic-Cup-Stats,,,,,,
Jerdy Schouten,NED,MF,Bologna,24,1997,17,16,1392,15.5,1,1,1,0,0,4,1,0.06,0.06,0.13,0.06,0.13,0.2,0.2,0.6,0.8,0.01,0.04,0.05,0.01,0.05,https://fbref.com/en/players/2cfae697/,https://fbref.com/en/players/2cfae697/scout/365_euro/Jerdy-Schouten-Scouting-Report,https://fbref.com/en/players/2cfae697/scout/11222/Jerdy-Schouten-Scouting-Report,https://fbref.com/en/players/2cfae697/scout/10730/Jerdy-Schouten-Scouting-Report,https://fbref.com/en/players/2cfae697/scout/3260/Jerdy-Schouten-Scouting-Report,,,,,
Demba Seck,SEN,FWMF,Torino,20,2001,6,1,146,1.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.36,0.0,0.36,0.36,0.36,https://fbref.com/en/players/16463a79/,https://fbref.com/en/players/16463a79/all_comps/Demba-Seck-Stats---All-Competitions,https://fbref.com/en/players/16463a79/dom_lg/Demba-Seck-Domestic-League-Stats,https://fbref.com/en/players/16463a79/dom_cup/Demba-Seck-Domestic-Cup-Stats,,,,,,
Adrian Šemper,CRO,GK,Genoa,23,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/f02dde20/,https://fbref.com/en/players/f02dde20/matchlogs/2018-2019/misc/Adrian-Semper-Match-Logs,https://fbref.com/en/players/f02dde20/matchlogs/2021-2022/misc/Adrian-Semper-Match-Logs,,,,,,,
Stefano Sensi,ITA,MF,Sampdoria,25,1995,11,10,754,8.4,1,0,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,1.0,1.0,0.8,1.8,0.12,0.09,0.21,0.12,0.21,https://fbref.com/en/players/b70bde8f/,https://fbref.com/en/players/b70bde8f/scout/365_euro/Stefano-Sensi-Scouting-Report,https://fbref.com/en/players/b70bde8f/scout/11222/Stefano-Sensi-Scouting-Report,https://fbref.com/en/players/b70bde8f/scout/10730/Stefano-Sensi-Scouting-Report,https://fbref.com/en/players/b70bde8f/scout/3260/Stefano-Sensi-Scouting-Report,https://fbref.com/en/players/b70bde8f/scout/1896/Stefano-Sensi-Scouting-Report,https://fbref.com/en/players/b70bde8f/scout/1640/Stefano-Sensi-Scouting-Report,,,
Stefano Sensi,ITA,MF,Inter,25,1995,9,1,167,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.18,0.15,0.33,0.18,0.33,https://fbref.com/en/players/b70bde8f/,https://fbref.com/en/players/b70bde8f/scout/365_euro/Stefano-Sensi-Scouting-Report,https://fbref.com/en/players/b70bde8f/scout/11222/Stefano-Sensi-Scouting-Report,https://fbref.com/en/players/b70bde8f/scout/10730/Stefano-Sensi-Scouting-Report,https://fbref.com/en/players/b70bde8f/scout/3260/Stefano-Sensi-Scouting-Report,https://fbref.com/en/players/b70bde8f/scout/1896/Stefano-Sensi-Scouting-Report,https://fbref.com/en/players/b70bde8f/scout/1640/Stefano-Sensi-Scouting-Report,,,
Luigi Sepe,ITA,GK,Salernitana,30,1991,16,16,1392,15.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/343f753a/,https://fbref.com/en/players/343f753a/scout/365_euro/Luigi-Sepe-Scouting-Report,https://fbref.com/en/players/343f753a/scout/11222/Luigi-Sepe-Scouting-Report,https://fbref.com/en/players/343f753a/scout/10730/Luigi-Sepe-Scouting-Report,https://fbref.com/en/players/343f753a/scout/3260/Luigi-Sepe-Scouting-Report,https://fbref.com/en/players/343f753a/scout/1896/Luigi-Sepe-Scouting-Report,,,,
Laurens Serpe,ITA,DF,Genoa,20,2001,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/79d60e74/,https://fbref.com/en/players/79d60e74/all_comps/Laurens-Serpe-Stats---All-Competitions,https://fbref.com/en/players/79d60e74/dom_lg/Laurens-Serpe-Domestic-League-Stats,https://fbref.com/en/players/79d60e74/dom_cup/Laurens-Serpe-Domestic-Cup-Stats,,,,,,
Stephan El Shaarawy,ITA,DFFW,Roma,28,1992,27,8,1055,11.7,3,0,3,0,0,1,0,0.26,0.0,0.26,0.26,0.26,3.0,3.0,2.4,5.4,0.25,0.2,0.46,0.25,0.46,https://fbref.com/en/players/d3aaad90/,https://fbref.com/en/players/d3aaad90/scout/365_euro/Stephan-El-Shaarawy-Scouting-Report,https://fbref.com/en/players/d3aaad90/scout/11222/Stephan-El-Shaarawy-Scouting-Report,https://fbref.com/en/players/d3aaad90/scout/10730/Stephan-El-Shaarawy-Scouting-Report,https://fbref.com/en/players/d3aaad90/scout/1896/Stephan-El-Shaarawy-Scouting-Report,https://fbref.com/en/players/d3aaad90/scout/1640/Stephan-El-Shaarawy-Scouting-Report,,,,
Aimar Sher,SWE,MF,Spezia,18,2002,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ef301f96/,https://fbref.com/en/players/ef301f96/all_comps/Aimar-Sher-Stats---All-Competitions,https://fbref.com/en/players/ef301f96/dom_lg/Aimar-Sher-Domestic-League-Stats,https://fbref.com/en/players/ef301f96/dom_cup/Aimar-Sher-Domestic-Cup-Stats,,,,,,
Eldor Shomurodov,UZB,FWMF,Roma,26,1995,28,5,784,8.7,3,4,3,0,0,2,0,0.34,0.46,0.8,0.34,0.8,4.0,4.0,2.2,6.2,0.46,0.25,0.71,0.46,0.71,https://fbref.com/en/players/57469b2d/,https://fbref.com/en/players/57469b2d/scout/365_euro/Eldor-Shomurodov-Scouting-Report,https://fbref.com/en/players/57469b2d/scout/11222/Eldor-Shomurodov-Scouting-Report,https://fbref.com/en/players/57469b2d/scout/10730/Eldor-Shomurodov-Scouting-Report,,,,,,
Alassane Sidibe,CIV,FW,Atalanta,19,2002,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/f944979d/,https://fbref.com/en/players/f944979d/matchlogs/2021-2022/passing/Alassane-Sidibe-Match-Logs,,,,,,,,
Arnór Sigurðsson,ISL,MFFW,Venezia,22,1999,9,0,183,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/f209b81e/,https://fbref.com/en/players/f209b81e/all_comps/Arnor-Sigurdsson-Stats---All-Competitions,https://fbref.com/en/players/f209b81e/dom_lg/Arnor-Sigurdsson-Domestic-League-Stats,https://fbref.com/en/players/f209b81e/dom_cup/Arnor-Sigurdsson-Domestic-Cup-Stats,https://fbref.com/en/players/f209b81e/intl_cup/Arnor-Sigurdsson-International-Cup-Stats,https://fbref.com/en/players/f209b81e/nat_tm/Arnor-Sigurdsson-National-Team-Stats,,,,
Adrien Silva,POR,MF,Sampdoria,32,1989,17,12,1083,12.0,0,1,0,0,0,3,1,0.0,0.08,0.08,0.0,0.08,0.3,0.3,0.5,0.8,0.02,0.04,0.07,0.02,0.07,https://fbref.com/en/players/d6f88a1d/,https://fbref.com/en/players/d6f88a1d/scout/365_euro/Adrien-Silva-Scouting-Report,https://fbref.com/en/players/d6f88a1d/scout/11222/Adrien-Silva-Scouting-Report,https://fbref.com/en/players/d6f88a1d/scout/10730/Adrien-Silva-Scouting-Report,https://fbref.com/en/players/d6f88a1d/scout/3243/Adrien-Silva-Scouting-Report,https://fbref.com/en/players/d6f88a1d/scout/2104/Adrien-Silva-Scouting-Report,https://fbref.com/en/players/d6f88a1d/scout/1631/Adrien-Silva-Scouting-Report,,,
Marco Silvestri,ITA,GK,Udinese,30,1991,35,35,3150,35.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/0d422df7/,https://fbref.com/en/players/0d422df7/scout/365_euro/Marco-Silvestri-Scouting-Report,https://fbref.com/en/players/0d422df7/scout/11222/Marco-Silvestri-Scouting-Report,https://fbref.com/en/players/0d422df7/scout/10730/Marco-Silvestri-Scouting-Report,https://fbref.com/en/players/0d422df7/scout/3260/Marco-Silvestri-Scouting-Report,,,,,
Giovanni Simeone,ARG,FW,Hellas Verona,26,1995,35,32,2653,29.5,17,5,17,0,1,8,0,0.58,0.17,0.75,0.58,0.75,10.7,9.9,2.7,12.6,0.36,0.09,0.45,0.34,0.43,https://fbref.com/en/players/343c0d52/,https://fbref.com/en/players/343c0d52/scout/365_euro/Giovanni-Simeone-Scouting-Report,https://fbref.com/en/players/343c0d52/scout/11222/Giovanni-Simeone-Scouting-Report,https://fbref.com/en/players/343c0d52/scout/10730/Giovanni-Simeone-Scouting-Report,https://fbref.com/en/players/343c0d52/scout/3260/Giovanni-Simeone-Scouting-Report,https://fbref.com/en/players/343c0d52/scout/1896/Giovanni-Simeone-Scouting-Report,https://fbref.com/en/players/343c0d52/scout/1640/Giovanni-Simeone-Scouting-Report,,,
Giovanni Simeone,ARG,FW,Cagliari,26,1995,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/343c0d52/,https://fbref.com/en/players/343c0d52/scout/365_euro/Giovanni-Simeone-Scouting-Report,https://fbref.com/en/players/343c0d52/scout/11222/Giovanni-Simeone-Scouting-Report,https://fbref.com/en/players/343c0d52/scout/10730/Giovanni-Simeone-Scouting-Report,https://fbref.com/en/players/343c0d52/scout/3260/Giovanni-Simeone-Scouting-Report,https://fbref.com/en/players/343c0d52/scout/1896/Giovanni-Simeone-Scouting-Report,https://fbref.com/en/players/343c0d52/scout/1640/Giovanni-Simeone-Scouting-Report,,,
Wilfried Singo,CIV,DF,Torino,20,2000,35,32,2607,29.0,3,4,3,0,0,5,1,0.1,0.14,0.24,0.1,0.24,2.7,2.7,2.4,5.1,0.09,0.08,0.18,0.09,0.18,https://fbref.com/en/players/8b609c34/,https://fbref.com/en/players/8b609c34/scout/365_euro/Wilfried-Singo-Scouting-Report,https://fbref.com/en/players/8b609c34/scout/11222/Wilfried-Singo-Scouting-Report,https://fbref.com/en/players/8b609c34/scout/10730/Wilfried-Singo-Scouting-Report,,,,,,
Salvatore Sirigu,ITA,GK,Genoa,34,1987,37,37,3330,37.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/10dc46f0/,https://fbref.com/en/players/10dc46f0/scout/365_euro/Salvatore-Sirigu-Scouting-Report,https://fbref.com/en/players/10dc46f0/scout/11222/Salvatore-Sirigu-Scouting-Report,https://fbref.com/en/players/10dc46f0/scout/10730/Salvatore-Sirigu-Scouting-Report,https://fbref.com/en/players/10dc46f0/scout/3260/Salvatore-Sirigu-Scouting-Report,https://fbref.com/en/players/10dc46f0/scout/1896/Salvatore-Sirigu-Scouting-Report,https://fbref.com/en/players/10dc46f0/scout/1640/Salvatore-Sirigu-Scouting-Report,,,
Leo Skiri Østigård,NOR,DF,Genoa,21,1999,15,13,1172,13.0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/b35a7399/,https://fbref.com/en/players/b35a7399/scout/365_euro/Leo-Skiri-Ostigard-Scouting-Report,https://fbref.com/en/players/b35a7399/scout/11222/Leo-Skiri-Ostigard-Scouting-Report,,,,,,,
Łukasz Skorupski,POL,GK,Bologna,30,1991,36,36,3240,36.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ab4449d6/,https://fbref.com/en/players/ab4449d6/scout/365_euro/Lukasz-Skorupski-Scouting-Report,https://fbref.com/en/players/ab4449d6/scout/11222/Lukasz-Skorupski-Scouting-Report,https://fbref.com/en/players/ab4449d6/scout/10730/Lukasz-Skorupski-Scouting-Report,https://fbref.com/en/players/ab4449d6/scout/3260/Lukasz-Skorupski-Scouting-Report,https://fbref.com/en/players/ab4449d6/scout/1896/Lukasz-Skorupski-Scouting-Report,,,,
Andreas Skov Olsen,DEN,DFFW,Bologna,21,1999,18,6,747,8.3,0,2,0,0,0,0,0,0.0,0.24,0.24,0.0,0.24,0.9,0.9,0.4,1.3,0.11,0.05,0.15,0.11,0.15,https://fbref.com/en/players/c50cee19/,https://fbref.com/en/players/c50cee19/scout/365_euro/Andreas-Skov-Olsen-Scouting-Report,https://fbref.com/en/players/c50cee19/scout/11222/Andreas-Skov-Olsen-Scouting-Report,https://fbref.com/en/players/c50cee19/scout/10730/Andreas-Skov-Olsen-Scouting-Report,https://fbref.com/en/players/c50cee19/scout/3260/Andreas-Skov-Olsen-Scouting-Report,,,,,
