Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7
Márton Dárdai,GER,DF,Hertha BSC,19,2002,12,9,755,8.4,0,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,0.1,0.1,0.1,0.2,0.01,0.01,0.03,0.01,0.03,https://fbref.com/en/players/41bff4fa/,https://fbref.com/en/players/41bff4fa/scout/365_euro/Marton-Dardai-Scouting-Report,https://fbref.com/en/players/41bff4fa/scout/11193/Marton-Dardai-Scouting-Report,https://fbref.com/en/players/41bff4fa/scout/10737/Marton-Dardai-Scouting-Report,,,,
Vladimír Darida,CZE,MF,Hertha BSC,30,1990,25,23,1786,19.8,2,5,2,0,0,6,0,0.1,0.25,0.35,0.1,0.35,1.8,1.8,3.3,5.2,0.09,0.17,0.26,0.09,0.26,https://fbref.com/en/players/3eb0f2df/,https://fbref.com/en/players/3eb0f2df/scout/365_euro/Vladimir-Darida-Scouting-Report,https://fbref.com/en/players/3eb0f2df/scout/11193/Vladimir-Darida-Scouting-Report,https://fbref.com/en/players/3eb0f2df/scout/10737/Vladimir-Darida-Scouting-Report,https://fbref.com/en/players/3eb0f2df/scout/3248/Vladimir-Darida-Scouting-Report,https://fbref.com/en/players/3eb0f2df/scout/1634/Vladimir-Darida-Scouting-Report,,
Alphonso Davies,CAN,DF,Bayern Munich,20,2000,22,20,1740,19.3,0,3,0,0,0,3,0,0.0,0.16,0.16,0.0,0.16,1.7,1.7,4.0,5.8,0.09,0.21,0.3,0.09,0.3,https://fbref.com/en/players/d781d855/,https://fbref.com/en/players/d781d855/scout/365_euro/Alphonso-Davies-Scouting-Report,https://fbref.com/en/players/d781d855/scout/11193/Alphonso-Davies-Scouting-Report,https://fbref.com/en/players/d781d855/scout/10737/Alphonso-Davies-Scouting-Report,https://fbref.com/en/players/d781d855/scout/3248/Alphonso-Davies-Scouting-Report,https://fbref.com/en/players/d781d855/scout/1759/Alphonso-Davies-Scouting-Report,,
Saulo Decarli,SUI,DF,Bochum,29,1992,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,https://fbref.com/en/players/41df88b8/,https://fbref.com/en/players/41df88b8/all_comps/Saulo-Decarli-Stats---All-Competitions,https://fbref.com/en/players/41df88b8/dom_lg/Saulo-Decarli-Domestic-League-Stats,https://fbref.com/en/players/41df88b8/dom_cup/Saulo-Decarli-Domestic-Cup-Stats,https://fbref.com/en/players/41df88b8/intl_cup/Saulo-Decarli-International-Cup-Stats,,,
Thomas Delaney,DEN,MF,Dortmund,29,1991,1,0,18,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/fe641c1a/,https://fbref.com/en/players/fe641c1a/scout/365_euro/Thomas-Delaney-Scouting-Report,https://fbref.com/en/players/fe641c1a/scout/11174/Thomas-Delaney-Scouting-Report,https://fbref.com/en/players/fe641c1a/scout/10737/Thomas-Delaney-Scouting-Report,https://fbref.com/en/players/fe641c1a/scout/3248/Thomas-Delaney-Scouting-Report,https://fbref.com/en/players/fe641c1a/scout/2109/Thomas-Delaney-Scouting-Report,https://fbref.com/en/players/fe641c1a/scout/1634/Thomas-Delaney-Scouting-Report,
Kerem Demirbay,GER,MF,Leverkusen,28,1993,29,23,2049,22.8,1,4,0,1,2,10,0,0.04,0.18,0.22,0.0,0.18,3.4,1.9,4.1,6.0,0.15,0.18,0.33,0.08,0.26,https://fbref.com/en/players/54b4dc4e/,https://fbref.com/en/players/54b4dc4e/scout/365_euro/Kerem-Demirbay-Scouting-Report,https://fbref.com/en/players/54b4dc4e/scout/11193/Kerem-Demirbay-Scouting-Report,https://fbref.com/en/players/54b4dc4e/scout/10737/Kerem-Demirbay-Scouting-Report,https://fbref.com/en/players/54b4dc4e/scout/3248/Kerem-Demirbay-Scouting-Report,https://fbref.com/en/players/54b4dc4e/scout/2109/Kerem-Demirbay-Scouting-Report,https://fbref.com/en/players/54b4dc4e/scout/1634/Kerem-Demirbay-Scouting-Report,
Ermedin Demirović,BIH,FWMF,Freiburg,23,1998,31,9,871,9.7,2,3,2,0,0,4,0,0.21,0.31,0.52,0.21,0.52,3.5,3.5,1.2,4.7,0.37,0.12,0.49,0.37,0.49,https://fbref.com/en/players/ed79b7d3/,https://fbref.com/en/players/ed79b7d3/scout/365_euro/Ermedin-Demirovic-Scouting-Report,https://fbref.com/en/players/ed79b7d3/scout/11193/Ermedin-Demirovic-Scouting-Report,https://fbref.com/en/players/ed79b7d3/scout/10737/Ermedin-Demirovic-Scouting-Report,,,,
Mike van der Hoorn,NED,DF,Arminia,28,1992,1,0,14,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/25f50295/,https://fbref.com/en/players/25f50295/scout/10737/Mike-van-der-Hoorn-Scouting-Report,https://fbref.com/en/players/25f50295/scout/1631/Mike-van-der-Hoorn-Scouting-Report,,,,,
Moussa Diaby,FRA,FWMF,Leverkusen,22,1999,32,32,2760,30.7,13,12,13,0,1,10,1,0.42,0.39,0.82,0.42,0.82,8.5,7.8,9.1,16.9,0.28,0.3,0.58,0.25,0.55,https://fbref.com/en/players/aeed5c06/,https://fbref.com/en/players/aeed5c06/scout/365_euro/Moussa-Diaby-Scouting-Report,https://fbref.com/en/players/aeed5c06/scout/11193/Moussa-Diaby-Scouting-Report,https://fbref.com/en/players/aeed5c06/scout/10737/Moussa-Diaby-Scouting-Report,https://fbref.com/en/players/aeed5c06/scout/3248/Moussa-Diaby-Scouting-Report,https://fbref.com/en/players/aeed5c06/scout/2104/Moussa-Diaby-Scouting-Report,,
Daniel Didavi,GER,FWMF,Stuttgart,31,1990,10,2,277,3.1,0,1,0,0,0,1,0,0.0,0.32,0.32,0.0,0.32,1.0,1.0,0.8,1.7,0.32,0.25,0.57,0.32,0.57,https://fbref.com/en/players/d3096421/,https://fbref.com/en/players/d3096421/scout/10737/Daniel-Didavi-Scouting-Report,https://fbref.com/en/players/d3096421/scout/2109/Daniel-Didavi-Scouting-Report,https://fbref.com/en/players/d3096421/scout/1634/Daniel-Didavi-Scouting-Report,,,,
Javairô Dilrosun,NED,FW,Hertha BSC,23,1998,2,1,138,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/34a0f5ff/,https://fbref.com/en/players/34a0f5ff/scout/365_euro/Javairo-Dilrosun-Scouting-Report,https://fbref.com/en/players/34a0f5ff/scout/11183/Javairo-Dilrosun-Scouting-Report,https://fbref.com/en/players/34a0f5ff/scout/10737/Javairo-Dilrosun-Scouting-Report,https://fbref.com/en/players/34a0f5ff/scout/3248/Javairo-Dilrosun-Scouting-Report,https://fbref.com/en/players/34a0f5ff/scout/2109/Javairo-Dilrosun-Scouting-Report,,
Lee Dongjun,KOR,MF,Hertha BSC,24,1997,4,1,118,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.43,0.0,0.43,0.43,0.43,https://fbref.com/en/players/96d0b6f0/,https://fbref.com/en/players/96d0b6f0/all_comps/Lee-Dongjun-Stats---All-Competitions,https://fbref.com/en/players/96d0b6f0/dom_lg/Lee-Dongjun-Domestic-League-Stats,https://fbref.com/en/players/96d0b6f0/nat_tm/Lee-Dongjun-National-Team-Stats,,,,
Niklas Dorsch,GER,MF,Augsburg,23,1998,30,27,2324,25.8,1,0,1,0,0,8,0,0.04,0.0,0.04,0.04,0.04,0.2,0.2,0.3,0.5,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/7f73bdf4/,https://fbref.com/en/players/7f73bdf4/scout/365_euro/Niklas-Dorsch-Scouting-Report,https://fbref.com/en/players/7f73bdf4/scout/11193/Niklas-Dorsch-Scouting-Report,,,,,
Ondrej Duda,SVK,MF,Köln,26,1994,31,20,1611,17.9,2,0,2,0,0,5,0,0.11,0.0,0.11,0.11,0.11,3.5,3.5,2.5,6.0,0.2,0.14,0.33,0.2,0.33,https://fbref.com/en/players/79ca3e23/,https://fbref.com/en/players/79ca3e23/scout/365_euro/Ondrej-Duda-Scouting-Report,https://fbref.com/en/players/79ca3e23/scout/11193/Ondrej-Duda-Scouting-Report,https://fbref.com/en/players/79ca3e23/scout/10737/Ondrej-Duda-Scouting-Report,https://fbref.com/en/players/79ca3e23/scout/3232/Ondrej-Duda-Scouting-Report,https://fbref.com/en/players/79ca3e23/scout/2109/Ondrej-Duda-Scouting-Report,https://fbref.com/en/players/79ca3e23/scout/1634/Ondrej-Duda-Scouting-Report,
Jeremy Dudziak,TUN,MFFW,Greuther Fürth,25,1995,22,15,1134,12.6,2,0,2,0,0,1,0,0.16,0.0,0.16,0.16,0.16,2.4,2.4,1.6,4.0,0.19,0.13,0.32,0.19,0.32,https://fbref.com/en/players/5a8d6540/,https://fbref.com/en/players/5a8d6540/scout/365_euro/Jeremy-Dudziak-Scouting-Report,https://fbref.com/en/players/5a8d6540/scout/11193/Jeremy-Dudziak-Scouting-Report,,,,,
Erik Durm,GER,DF,Eint Frankfurt,29,1992,7,7,474,5.3,0,1,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,0.0,0.0,0.6,0.6,0.0,0.12,0.12,0.0,0.12,https://fbref.com/en/players/cf623c78/,https://fbref.com/en/players/cf623c78/scout/365_euro/Erik-Durm-Scouting-Report,https://fbref.com/en/players/cf623c78/scout/11193/Erik-Durm-Scouting-Report,https://fbref.com/en/players/cf623c78/scout/10737/Erik-Durm-Scouting-Report,https://fbref.com/en/players/cf623c78/scout/3248/Erik-Durm-Scouting-Report,https://fbref.com/en/players/cf623c78/scout/1889/Erik-Durm-Scouting-Report,,
Maximilian Eggestein,GER,MF,Freiburg,24,1996,31,26,2194,24.4,1,2,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,1.2,1.2,1.6,2.8,0.05,0.07,0.11,0.05,0.11,https://fbref.com/en/players/beb882a8/,https://fbref.com/en/players/beb882a8/scout/365_euro/Maximilian-Eggestein-Scouting-Report,https://fbref.com/en/players/beb882a8/scout/11193/Maximilian-Eggestein-Scouting-Report,https://fbref.com/en/players/beb882a8/scout/10737/Maximilian-Eggestein-Scouting-Report,https://fbref.com/en/players/beb882a8/scout/3248/Maximilian-Eggestein-Scouting-Report,https://fbref.com/en/players/beb882a8/scout/2109/Maximilian-Eggestein-Scouting-Report,https://fbref.com/en/players/beb882a8/scout/1634/Maximilian-Eggestein-Scouting-Report,
Lilian Egloff,GER,FWMF,Stuttgart,18,2002,4,0,31,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.6,0.0,0.6,https://fbref.com/en/players/2f7fec15/,https://fbref.com/en/players/2f7fec15/all_comps/Lilian-Egloff-Stats---All-Competitions,https://fbref.com/en/players/2f7fec15/dom_lg/Lilian-Egloff-Domestic-League-Stats,https://fbref.com/en/players/2f7fec15/dom_cup/Lilian-Egloff-Domestic-Cup-Stats,,,,
Kingsley Ehizibue,NED,DF,Köln,26,1995,16,6,681,7.6,0,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,0.3,0.3,0.9,1.2,0.04,0.12,0.16,0.04,0.16,https://fbref.com/en/players/76b2817e/,https://fbref.com/en/players/76b2817e/scout/365_euro/Kingsley-Ehizibue-Scouting-Report,https://fbref.com/en/players/76b2817e/scout/11193/Kingsley-Ehizibue-Scouting-Report,https://fbref.com/en/players/76b2817e/scout/10737/Kingsley-Ehizibue-Scouting-Report,https://fbref.com/en/players/76b2817e/scout/3248/Kingsley-Ehizibue-Scouting-Report,,,
Julian Eitschberger,GER,DF,Hertha BSC,17,2004,1,1,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/943b9602/,https://fbref.com/en/players/943b9602/matchlogs/2021-2022/passing/Julian-Eitschberger-Match-Logs,,,,,,
Jurgen Ekkelenkamp,NED,MFFW,Hertha BSC,21,2000,21,6,718,8.0,3,0,3,0,0,1,0,0.38,0.0,0.38,0.38,0.38,1.9,1.9,0.8,2.7,0.24,0.09,0.34,0.24,0.34,https://fbref.com/en/players/73d6a176/,https://fbref.com/en/players/73d6a176/scout/365_euro/Jurgen-Ekkelenkamp-Scouting-Report,https://fbref.com/en/players/73d6a176/scout/11193/Jurgen-Ekkelenkamp-Scouting-Report,,,,,
Nico Elvedi,SUI,DF,M'Gladbach,24,1996,28,28,2430,27.0,1,0,1,0,0,3,1,0.04,0.0,0.04,0.04,0.04,1.5,1.5,0.1,1.7,0.06,0.01,0.06,0.06,0.06,https://fbref.com/en/players/48035304/,https://fbref.com/en/players/48035304/scout/365_euro/Nico-Elvedi-Scouting-Report,https://fbref.com/en/players/48035304/scout/11193/Nico-Elvedi-Scouting-Report,https://fbref.com/en/players/48035304/scout/10737/Nico-Elvedi-Scouting-Report,https://fbref.com/en/players/48035304/scout/3248/Nico-Elvedi-Scouting-Report,https://fbref.com/en/players/48035304/scout/2109/Nico-Elvedi-Scouting-Report,https://fbref.com/en/players/48035304/scout/1634/Nico-Elvedi-Scouting-Report,
Breel Embolo,SUI,FWMF,M'Gladbach,24,1997,29,24,2166,24.1,9,3,9,0,0,3,0,0.37,0.12,0.5,0.37,0.5,8.8,8.8,4.7,13.5,0.36,0.2,0.56,0.36,0.56,https://fbref.com/en/players/0b4f388a/,https://fbref.com/en/players/0b4f388a/scout/365_euro/Breel-Embolo-Scouting-Report,https://fbref.com/en/players/0b4f388a/scout/11193/Breel-Embolo-Scouting-Report,https://fbref.com/en/players/0b4f388a/scout/10737/Breel-Embolo-Scouting-Report,https://fbref.com/en/players/0b4f388a/scout/3248/Breel-Embolo-Scouting-Report,https://fbref.com/en/players/0b4f388a/scout/2109/Breel-Embolo-Scouting-Report,https://fbref.com/en/players/0b4f388a/scout/1634/Breel-Embolo-Scouting-Report,
Keita Endo,JPN,MFFW,Union Berlin,23,1997,4,0,55,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,https://fbref.com/en/players/1a83027b/,https://fbref.com/en/players/1a83027b/scout/10737/Keita-Endo-Scouting-Report,,,,,,
Wataru Endo,JPN,MF,Stuttgart,28,1993,33,33,2899,32.2,4,2,4,0,0,4,0,0.12,0.06,0.19,0.12,0.19,5.8,5.5,1.4,6.9,0.18,0.04,0.22,0.17,0.21,https://fbref.com/en/players/c149016b/,https://fbref.com/en/players/c149016b/scout/365_euro/Wataru-Endo-Scouting-Report,https://fbref.com/en/players/c149016b/scout/11193/Wataru-Endo-Scouting-Report,https://fbref.com/en/players/c149016b/scout/10737/Wataru-Endo-Scouting-Report,,,,
Michael Esser,GER,GK,Bochum,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/83e0eeb4/,https://fbref.com/en/players/83e0eeb4/matchlogs/2017-2018/misc/Michael-Esser-Match-Logs,https://fbref.com/en/players/83e0eeb4/matchlogs/2018-2019/misc/Michael-Esser-Match-Logs,https://fbref.com/en/players/83e0eeb4/matchlogs/2021-2022/misc/Michael-Esser-Match-Logs,,,,
Wahidullah Faghir,DEN,FW,Stuttgart,18,2003,6,0,123,1.4,1,0,1,0,0,0,0,0.73,0.0,0.73,0.73,0.73,0.4,0.4,0.0,0.4,0.31,0.0,0.31,0.31,0.31,https://fbref.com/en/players/93c9e7d9/,https://fbref.com/en/players/93c9e7d9/all_comps/Wahidullah-Faghir-Stats---All-Competitions,https://fbref.com/en/players/93c9e7d9/dom_lg/Wahidullah-Faghir-Domestic-League-Stats,https://fbref.com/en/players/93c9e7d9/dom_cup/Wahidullah-Faghir-Domestic-Cup-Stats,,,,
Ömer Faruk Beyaz,TUR,FWDF,Stuttgart,17,2003,4,0,71,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.23,0.0,0.23,0.23,0.23,https://fbref.com/en/players/8307b663/,https://fbref.com/en/players/8307b663/all_comps/Omer-Faruk-Beyaz-Stats---All-Competitions,https://fbref.com/en/players/8307b663/dom_lg/Omer-Faruk-Beyaz-Domestic-League-Stats,https://fbref.com/en/players/8307b663/dom_cup/Omer-Faruk-Beyaz-Domestic-Cup-Stats,,,,
Adrian Fein,GER,MF,Greuther Fürth,22,1999,3,0,32,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.09,0.15,0.06,0.15,https://fbref.com/en/players/60097ff6/,https://fbref.com/en/players/60097ff6/all_comps/Adrian-Fein-Stats---All-Competitions,https://fbref.com/en/players/60097ff6/dom_lg/Adrian-Fein-Domestic-League-Stats,https://fbref.com/en/players/60097ff6/dom_cup/Adrian-Fein-Domestic-Cup-Stats,https://fbref.com/en/players/60097ff6/intl_cup/Adrian-Fein-International-Cup-Stats,,,
Ohis Felix Uduokhai,GER,DF,Augsburg,23,1997,13,8,787,8.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.02,0.01,0.02,https://fbref.com/en/players/677da306/,https://fbref.com/en/players/677da306/scout/365_euro/Ohis-Felix-Uduokhai-Scouting-Report,https://fbref.com/en/players/677da306/scout/11193/Ohis-Felix-Uduokhai-Scouting-Report,https://fbref.com/en/players/677da306/scout/10737/Ohis-Felix-Uduokhai-Scouting-Report,https://fbref.com/en/players/677da306/scout/3248/Ohis-Felix-Uduokhai-Scouting-Report,https://fbref.com/en/players/677da306/scout/1634/Ohis-Felix-Uduokhai-Scouting-Report,,
Edimilson Fernandes,SUI,DFFW,Arminia,25,1996,7,2,283,3.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.07,0.09,0.16,0.07,0.16,https://fbref.com/en/players/3bb625ac/,https://fbref.com/en/players/3bb625ac/scout/10737/Edimilson-Fernandes-Scouting-Report,https://fbref.com/en/players/3bb625ac/scout/3248/Edimilson-Fernandes-Scouting-Report,https://fbref.com/en/players/3bb625ac/scout/1896/Edimilson-Fernandes-Scouting-Report,https://fbref.com/en/players/3bb625ac/scout/1631/Edimilson-Fernandes-Scouting-Report,,,
Alfreð Finnbogason,ISL,FWMF,Augsburg,32,1989,10,3,292,3.2,2,1,2,0,0,0,0,0.62,0.31,0.92,0.62,0.92,1.1,1.1,0.8,2.0,0.35,0.25,0.6,0.35,0.6,https://fbref.com/en/players/f9e7c4ac/,https://fbref.com/en/players/f9e7c4ac/scout/10737/Alfred-Finnbogason-Scouting-Report,https://fbref.com/en/players/f9e7c4ac/scout/3248/Alfred-Finnbogason-Scouting-Report,https://fbref.com/en/players/f9e7c4ac/scout/2109/Alfred-Finnbogason-Scouting-Report,https://fbref.com/en/players/f9e7c4ac/scout/1634/Alfred-Finnbogason-Scouting-Report,,,
Mark Flekken,NED,GK,Freiburg,28,1993,32,32,2880,32.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a92ab7be/,https://fbref.com/en/players/a92ab7be/scout/365_euro/Mark-Flekken-Scouting-Report,https://fbref.com/en/players/a92ab7be/scout/11193/Mark-Flekken-Scouting-Report,https://fbref.com/en/players/a92ab7be/scout/3248/Mark-Flekken-Scouting-Report,,,,
Emil Forsberg,SWE,MFFW,RB Leipzig,29,1991,31,20,1706,19.0,6,2,2,4,4,2,0,0.32,0.11,0.42,0.11,0.21,7.6,4.6,3.6,8.2,0.4,0.19,0.59,0.24,0.43,https://fbref.com/en/players/9a2e0ccc/,https://fbref.com/en/players/9a2e0ccc/scout/365_euro/Emil-Forsberg-Scouting-Report,https://fbref.com/en/players/9a2e0ccc/scout/11193/Emil-Forsberg-Scouting-Report,https://fbref.com/en/players/9a2e0ccc/scout/10737/Emil-Forsberg-Scouting-Report,https://fbref.com/en/players/9a2e0ccc/scout/3248/Emil-Forsberg-Scouting-Report,https://fbref.com/en/players/9a2e0ccc/scout/2109/Emil-Forsberg-Scouting-Report,https://fbref.com/en/players/9a2e0ccc/scout/1634/Emil-Forsberg-Scouting-Report,
Philipp Förster,GER,FWMF,Stuttgart,26,1995,20,11,967,10.7,2,1,2,0,0,4,0,0.19,0.09,0.28,0.19,0.28,2.7,2.7,0.8,3.5,0.26,0.07,0.33,0.26,0.33,https://fbref.com/en/players/76fa965f/,https://fbref.com/en/players/76fa965f/scout/365_euro/Philipp-Forster-Scouting-Report,https://fbref.com/en/players/76fa965f/scout/11193/Philipp-Forster-Scouting-Report,https://fbref.com/en/players/76fa965f/scout/10737/Philipp-Forster-Scouting-Report,,,,
Timothy Fosu-Mensah,NED,DF,Leverkusen,23,1998,6,0,145,1.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.15,0.15,0.0,0.15,https://fbref.com/en/players/a9142dc3/,https://fbref.com/en/players/a9142dc3/scout/1889/Timothy-Fosu-Mensah-Scouting-Report,https://fbref.com/en/players/a9142dc3/scout/1631/Timothy-Fosu-Mensah-Scouting-Report,,,,,
Raphael Framberger,GER,DF,Augsburg,25,1995,23,9,848,9.4,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.06,0.07,0.0,0.07,https://fbref.com/en/players/626fab5f/,https://fbref.com/en/players/626fab5f/scout/365_euro/Raphael-Framberger-Scouting-Report,https://fbref.com/en/players/626fab5f/scout/11193/Raphael-Framberger-Scouting-Report,https://fbref.com/en/players/626fab5f/scout/10737/Raphael-Framberger-Scouting-Report,https://fbref.com/en/players/626fab5f/scout/3248/Raphael-Framberger-Scouting-Report,https://fbref.com/en/players/626fab5f/scout/2109/Raphael-Framberger-Scouting-Report,https://fbref.com/en/players/626fab5f/scout/1634/Raphael-Framberger-Scouting-Report,
Marvin Friedrich,GER,DF,M'Gladbach,25,1995,8,7,600,6.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.05,0.0,0.05,0.05,0.05,https://fbref.com/en/players/b77f44a4/,https://fbref.com/en/players/b77f44a4/scout/365_euro/Marvin-Friedrich-Scouting-Report,https://fbref.com/en/players/b77f44a4/scout/11193/Marvin-Friedrich-Scouting-Report,https://fbref.com/en/players/b77f44a4/scout/10737/Marvin-Friedrich-Scouting-Report,https://fbref.com/en/players/b77f44a4/scout/3248/Marvin-Friedrich-Scouting-Report,,,
Marvin Friedrich,GER,DF,Union Berlin,25,1995,13,13,1169,13.0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.9,2.1,0.09,0.07,0.16,0.09,0.16,https://fbref.com/en/players/b77f44a4/,https://fbref.com/en/players/b77f44a4/scout/365_euro/Marvin-Friedrich-Scouting-Report,https://fbref.com/en/players/b77f44a4/scout/11193/Marvin-Friedrich-Scouting-Report,https://fbref.com/en/players/b77f44a4/scout/10737/Marvin-Friedrich-Scouting-Report,https://fbref.com/en/players/b77f44a4/scout/3248/Marvin-Friedrich-Scouting-Report,,,
Jeremie Frimpong,NED,DF,Leverkusen,20,2000,25,25,2052,22.8,1,6,1,0,0,6,0,0.04,0.26,0.31,0.04,0.31,0.6,0.6,4.1,4.7,0.03,0.18,0.21,0.03,0.21,https://fbref.com/en/players/74f2e748/,https://fbref.com/en/players/74f2e748/scout/365_euro/Jeremie-Frimpong-Scouting-Report,https://fbref.com/en/players/74f2e748/scout/11193/Jeremie-Frimpong-Scouting-Report,,,,,
Christian Früchtl,GER,GK,Bayern Munich,21,2000,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/1940be91/,https://fbref.com/en/players/1940be91/matchlogs/2016-2017/keeper/Christian-Fruchtl-Match-Logs,https://fbref.com/en/players/1940be91/matchlogs/2017-2018/keeper/Christian-Fruchtl-Match-Logs,https://fbref.com/en/players/1940be91/matchlogs/2018-2019/keeper/Christian-Fruchtl-Match-Logs,https://fbref.com/en/players/1940be91/matchlogs/2019-2020/keeper/Christian-Fruchtl-Match-Logs,https://fbref.com/en/players/1940be91/matchlogs/2021-2022/keeper/Christian-Fruchtl-Match-Logs,,
Chris Führich,GER,MFFW,Stuttgart,23,1998,25,21,1714,19.0,3,2,3,0,0,3,0,0.16,0.11,0.26,0.16,0.26,3.5,3.5,3.6,7.1,0.18,0.19,0.37,0.18,0.37,https://fbref.com/en/players/0cf778df/,https://fbref.com/en/players/0cf778df/scout/365_euro/Chris-Fuhrich-Scouting-Report,https://fbref.com/en/players/0cf778df/scout/11193/Chris-Fuhrich-Scouting-Report,,,,,
Marius Funk,GER,GK,Greuther Fürth,25,1996,8,8,720,8.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02,https://fbref.com/en/players/86314793/,https://fbref.com/en/players/86314793/scout/365_euro/Marius-Funk-Scouting-Report,https://fbref.com/en/players/86314793/scout/11193/Marius-Funk-Scouting-Report,,,,,
Stephan Fürstner,GER,MF,Mainz 05,33,1987,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/18c2e247/,https://fbref.com/en/players/18c2e247/all_comps/Stephan-Furstner-Stats---All-Competitions,https://fbref.com/en/players/18c2e247/dom_lg/Stephan-Furstner-Domestic-League-Stats,https://fbref.com/en/players/18c2e247/dom_cup/Stephan-Furstner-Domestic-Cup-Stats,,,,
Mijat Gaćinović,SRB,FWDF,Hoffenheim,26,1995,4,1,110,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.21,0.0,0.21,0.21,0.21,https://fbref.com/en/players/16daec92/,https://fbref.com/en/players/16daec92/scout/10737/Mijat-Gacinovic-Scouting-Report,https://fbref.com/en/players/16daec92/scout/3248/Mijat-Gacinovic-Scouting-Report,https://fbref.com/en/players/16daec92/scout/2109/Mijat-Gacinovic-Scouting-Report,https://fbref.com/en/players/16daec92/scout/1634/Mijat-Gacinovic-Scouting-Report,,,
Cristian Gamboa,CRC,DF,Bochum,31,1989,23,20,1722,19.1,1,0,1,0,0,6,0,0.05,0.0,0.05,0.05,0.05,0.1,0.1,1.1,1.1,0.0,0.06,0.06,0.0,0.06,https://fbref.com/en/players/f27680d9/,https://fbref.com/en/players/f27680d9/scout/365_euro/Cristian-Gamboa-Scouting-Report,https://fbref.com/en/players/f27680d9/scout/11193/Cristian-Gamboa-Scouting-Report,,,,,
